system:index,NDVI,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,deforestation,geometry_name,year,.geo
70,0.7870256302243726,0.030384035011703763,0.05061497931375305,0.03840211398450541,0.3171499321711694,0.15829706799156204,0.06873621709318493,0.023974823426719142,donor70.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.6533499174204076,0.03800593425959747,0.05596241452438717,0.045645872179317946,0.26479923176440395,0.13850427943691374,0.06536390088712199,0.0019331905772048312,donor71.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0.7800012165667963,0.03762698644078751,0.05602479370234739,0.04652106677040113,0.3145920244144134,0.165058596228685,0.07153797311900854,0.005947366662974703,donor72.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.6687319747296705,0.060419853354065585,0.079695460672242,0.07432084055121782,0.32048102329513983,0.1949407908346947,0.0945651992304507,0.015882453187871275,donor73.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.8479343358759961,0.020161791297038576,0.038088654014652626,0.02425348626208029,0.28680646598681275,0.13406290083545377,0.048522242014220354,6.337912375371829E-4,donor74.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.787872512412455,0.02276318761795781,0.04351062935826004,0.03511407611967222,0.28651580955599076,0.15610867591385108,0.0659796409003435,0.04404796748524857,donor75.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.5849629803141491,0.044554460215279625,0.06285669741353771,0.05957591513639979,0.23301168305143058,0.16672046656386263,0.08722201354440008,0.0020236227871920196,donor76.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.7768690203583756,0.02274736708272997,0.046316528791199074,0.036953494446354415,0.28891990414165336,0.1638967850888913,0.06792707084590377,0.0110161861423048,donor77.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0.8013275110478562,0.02181600375248436,0.04131111002895263,0.03170210396372922,0.27951944365704945,0.1463026387430307,0.06251372816114081,6.870634906410004E-4,donor78.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0.7815106302418207,0.03321082552761264,0.05300624543984347,0.042244612897514015,0.32000100236285417,0.16587676971448462,0.07250524726934403,0.01688774361673017,donor79.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.851548701572751,0.017178506959371766,0.03426388033887744,0.020808066769042677,0.2777428553745133,0.12646454278481,0.04497558849332111,6.871106995085664E-5,donor80.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.845241731410394,0.01953096445767097,0.03792444473413626,0.023999498697510037,0.28259687225605806,0.13273452288342874,0.048353308232368865,1.4647328207764877E-4,donor81.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.8504933971057534,0.01746635258063387,0.034950475254315855,0.022340215161010764,0.273710399410483,0.12738764420624574,0.04621992337554712,4.2418829180569786E-4,donor82.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.7413114214073707,0.029767063206266327,0.05435336484759184,0.04776143940889358,0.30843949723378344,0.18837852066731822,0.08536084768000803,0.015862771934179034,donor83.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0.8223017545435911,0.023495020047662876,0.042005653076914104,0.02901040508484897,0.27957439662004063,0.13630446056074222,0.052107295827143386,7.327766996937835E-4,donor84.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.6154666371908705,0.08044220642355943,0.09212379339359375,0.09172564025664363,0.2897814055959938,0.18332325730177515,0.09499963429455625,0.0051655578671421926,donor85.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.8395736272902643,0.021279450675296588,0.03900844400759061,0.025901024526766597,0.2836062450999092,0.13493286885525121,0.05055921357357299,1.494343908307058E-4,donor86.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.8480400586598658,0.019444384751441605,0.03780900157026059,0.023683612602830566,0.28774311106398537,0.13357672476532928,0.048937954656872194,1.0299123595579385E-4,donor87.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.8552892531184964,0.017067704570131716,0.034414586012709796,0.02183410664896146,0.27632692491663,0.12925949834208716,0.04636827560233979,2.9874288991921993E-6,donor88.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0.8459399614764891,0.020859961811443242,0.03776755982994209,0.024891954833021104,0.2984940153030565,0.13588779336103038,0.05089042776326317,2.9860462060789928E-5,donor89.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0.7800057467613601,0.025435510634884303,0.045652025735068255,0.035420187810844994,0.28564711909907003,0.15289585697556368,0.06387005919539497,0.004998814171743805,donor90.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.8523513635260174,0.016699997658425104,0.034348779500740355,0.022419417366397045,0.2777073153030513,0.12907893598591014,0.046466553545034005,0.0019364726643915646,donor91.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.8400061083557577,0.02064107540786827,0.03698997482507031,0.02519171271296955,0.27927661881379207,0.12870251643452565,0.048836955335605094,2.2106511562601758E-4,donor92.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.7650318168097417,0.03031641984489966,0.050904795350874645,0.04223412806694778,0.30636469414162787,0.1721231585644261,0.07586764581856636,0.037044164855191804,donor93.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.7647796141278471,0.028238599666853322,0.04642571382417056,0.03770456685770025,0.27672828165760754,0.14258396514625934,0.06070765871372436,0.006375937826225747,donor94.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.7427705336855208,0.03175719668289563,0.05454816771351053,0.047269588621354997,0.3135837950604471,0.18946010428308555,0.08741856332360692,0.012131941198078864,donor95.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.7418835868109186,0.036215623789073156,0.05700785871741967,0.04899854841329618,0.3077253191086552,0.17652542947010602,0.08069951908244173,0.012708985679266375,donor96.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.7276718319867959,0.03149294802101524,0.057239947059145015,0.050195652421320215,0.31154473214623735,0.186029542237311,0.08581456009465734,0.01462660463240716,donor97.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.8051158761819383,0.021993680199571628,0.04025893871267709,0.029296921842514607,0.27324427290065084,0.13995331340863243,0.05491734902216302,0.001883042159221676,donor98.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.713749844065948,0.04130170164514399,0.06508323544655358,0.05927743395687164,0.31776882606156914,0.19150670135662376,0.09023820010530445,0.015780826632423466,donor99.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.8375193925177293,0.018207178418011366,0.03711690770197878,0.02566722541904399,0.28238587385225405,0.1398994808935766,0.05324215779324438,0.006444288816416047,donor100.0,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.8116110251860574,0.02338797537210561,0.040277062871779276,0.03052996054476938,0.2616885227369816,0.1270763925296936,0.05158044391028231,0.0010947313991833713,treated,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.7996304350423986,0.024916157549410796,0.04296802172962303,0.032884825596548775,0.2760654950917288,0.13762103207519333,0.05782519483097672,0.007631051990699029,donor1.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.8279525973780673,0.020986649203305074,0.0456915136580012,0.03144136950691613,0.33902192955763,0.17036416265946885,0.06972002292899682,0.012979025610375717,donor2.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.8235647204810005,0.020546930976570395,0.03876182690712812,0.027891112744746826,0.2813036595162186,0.13282262032873085,0.05190544218387814,0.005767427022451809,donor3.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.4598529335765153,0.13601859812343486,0.13094735592037549,0.1385587934435989,0.34152297345130717,0.2573855266775585,0.14348005306116057,0.017377268434501072,donor4.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.33787776055742935,0.0320775145973532,0.04577184340965788,0.03794259225899791,0.15779438740288174,0.07747879887584937,0.03587545315469053,8.372029050940806E-4,donor5.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.8630395145567915,0.016029245874854887,0.033948629485674585,0.02169649081012102,0.29038434267964264,0.1358759857957215,0.05038643498984671,0.005940342053145025,donor6.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.8588575100319503,0.01810970936121562,0.03724426738361795,0.02511141477509811,0.3285523991325042,0.15584259221389063,0.05885254455269666,0.008632652453681923,donor7.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.8345785919119437,0.019531372770291783,0.038179783551436336,0.026562229049722674,0.29952540841806513,0.1479108198947523,0.05819417005146687,0.013540392663240645,donor8.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.5613658587056857,0.1013377039648384,0.10663454512581443,0.10449326737521143,0.29529087960597805,0.17218892860384077,0.09692403294185421,0.0011150604912842925,donor9.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.8407475924348715,0.018835247205506955,0.03872188903004564,0.02609989341377596,0.30089186891001757,0.14498664235334696,0.05547958762270293,0.008090315041755001,donor10.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.7339005128931969,0.030029123376458543,0.05649034312733105,0.04950308789503021,0.31736752545917823,0.19598481848470553,0.09134332761220375,0.050651235900081956,donor11.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.832978957316791,0.019123435183609303,0.039766952940846936,0.028388898101320673,0.30108370203645546,0.15596500246665493,0.06237724859971689,0.034938520243185923,donor12.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.8139018214451954,0.023003116145672155,0.04517544890105038,0.033201281577530425,0.32198459598560925,0.16582503233707785,0.06816630202203752,0.021120351698076568,donor13.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.7470879607928851,0.024640218141079046,0.043758224251732376,0.03632348481702859,0.25395576730268987,0.13974367724467412,0.06151654714749715,0.0067063045916762685,donor14.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.7505313811384194,0.025804231438428877,0.047233799337319186,0.03865597488101392,0.2790365356845403,0.15551895396870685,0.06733059252351259,0.017500019489965483,donor15.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.4505642771463908,0.14618504930511556,0.14176166793728667,0.1486430005301365,0.34589921038674865,0.255623658730566,0.1420847481928413,0.017930582382206614,donor16.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.7255340268022039,0.03487218024213588,0.04968692336494627,0.044580077347885196,0.2718125986115552,0.15707348918236208,0.07052443310240177,0.0027718663857338663,donor17.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.7335403616329751,0.02891699890476367,0.05580824621087785,0.04919227616396633,0.31679247263853605,0.19741723885054144,0.09163529663235255,0.03369314284415317,donor18.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.7338987813450605,0.06037905323929628,0.07329058771465875,0.06495739717443548,0.30308841290594085,0.15325750880006533,0.07204197664923825,0.0014222656498229951,donor19.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.8064748259944384,0.021057446566525372,0.04503720779038936,0.03428208276347327,0.3143441330634489,0.16917577696597677,0.0700899573798135,0.012568311775877005,donor20.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.7159603377226428,0.035847435654331024,0.056709029435285385,0.048542782362692535,0.28331986992924585,0.15764299023677653,0.074493489646879,0.008121233346261218,donor21.0,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
