system:index,NDVI,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,centroid_lat,centroid_lon,deforestation,geometry_name,mean_agri_proba,mean_elevation,mean_logging_proba,mean_slope,year,.geo
541,0.7883463409494595,0.041436024865228634,0.0557442395161504,0.047438042866077335,0.275686095111696,0.14568278187764944,0.059894329014508564,-3.1297068076235397,-48.2756202271302,0.03610627329495609,donor88.0,19.567191304049658,78.74426820752221,163.76115283064158,3.276490201376452,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
542,0.7300900610795902,0.040283028804728754,0.06196115859366958,0.05397987467250529,0.3077307850091722,0.19406011253485161,0.08912341612483471,-6.395695274959714,-52.01115115582314,0.02475903610594628,donor89.0,219.81287392122516,248.31696022534226,4.610070728700279,5.914482713847608,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
543,0.7047909141901272,0.0515671233922117,0.07741618105548081,0.06821893399216043,0.3463698854295946,0.20652447122432113,0.09914786491092664,-1.6097759446615416,-47.0684312385867,0.005435403596321304,donor90.0,192.7473311000168,53.48888797227648,6.056141402818149,3.35272915403433,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
544,0.6212568044189831,0.05721872119658976,0.07715050599287847,0.07026100290541144,0.29989820072709017,0.1851662184907238,0.09420900585943685,-5.016151159530142,-49.36766244318211,0.010549603876909853,donor91.0,209.15833936443187,105.00972399025258,6.913507467596552,5.290097986749196,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
545,0.30157843919875943,0.12422769792341201,0.13221655861531148,0.13624601766813868,0.24451403060064586,0.17374483687351686,0.094239336614027,-2.1693842980737625,-56.612018445627264,0.0035529565118601297,donor92.0,177.14766763313395,16.253991014122356,5.385124967886376,2.1915682792471185,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,0.6193559103046369,0.049505486253536096,0.07084619326571748,0.07013214326270298,0.28160685203026636,0.2216297091755376,0.11605129731149191,-6.604723700839936,-51.43607803167868,0.03639593814267058,donor93.0,214.26019314001994,226.3987026749231,5.4057500097479805,3.0640833535359806,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,,,,,,,,-2.716237473434707,-52.94619634481435,0.0,donor94.0,140.6700632615803,105.0204176488829,53.52564429159769,5.463519989564965,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,0.7837808609028457,0.026521599135094855,0.04319304510571743,0.0347142357723708,0.27074552227033527,0.13721401452728518,0.05855555154743298,-2.3440282859815804,-49.07076464351607,0.0054850069695052146,donor95.0,73.00957582735428,22.50697806494291,22.88233807444433,3.7060778012161895,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,0.7785438492415098,0.036040749388295344,0.05605375247717771,0.04635876727633241,0.31290371026738445,0.16634471027260042,0.07115695707054231,-3.594463002586275,-51.0695493718441,0.037813881351497845,donor96.0,211.8241977043804,107.9135183619825,5.286536008953438,6.852059851590685,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,0.7494899808486303,0.05177478406398887,0.062226560364783814,0.05234272023422103,0.29801789072973967,0.14811837342500947,0.06111141563884112,-8.460491617310584,-56.31189145672221,1.7756259821431213E-5,donor97.0,11.629244001810777,511.5704559846576,33.779236456918674,3.321928435616098,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,0.7529811747440265,0.04736576988250517,0.05888168542770001,0.05075828594351257,0.27857974567836263,0.13816240031293867,0.06394760480083464,-3.94098623024257,-48.578283977571,1.9126234258093783E-4,donor98.0,6.132258388587499,139.95508988077634,192.71903254972864,4.507629673334974,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
552,0.5356262025096085,0.10414673725248275,0.11216918659598418,0.10810743063329471,0.28974418219056636,0.19298499221803694,0.09506463673142697,-8.326993351482928,-56.34372044298799,1.1840695285627172E-5,donor99.0,10.08483406954355,562.5757300167259,7.770330728281802,3.166290875973631,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,0.7873023176705506,0.03553330368717071,0.052355999034639694,0.04307834207152753,0.2789139293202512,0.14644040322105698,0.05937055923044846,-3.1722495808383475,-48.1354883549242,0.008466439685123775,donor100.0,107.98089029933956,62.51721959925491,47.79740972639163,3.746705559166358,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
554,0.7225962616840861,0.061668757169890634,0.07189574449849366,0.06642834720154271,0.302647551753385,0.16297225332655926,0.07887537253824652,-2.708224357160916,-49.89409673258416,0.00869384215136555,donor101.0,76.68111583532094,31.719676472155992,28.550969615264954,3.219904757806251,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
555,0.6262780666690175,0.04742908289463915,0.07089263486801492,0.06889908397201311,0.292296290763093,0.23828604323937339,0.12009367240788321,-6.837657503014132,-51.30402171555831,0.007391137384673838,donor102.0,208.84353803137782,250.49366158527351,7.657510485165431,3.361409882738872,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,0.6816721555237066,0.03477623896658308,0.05118895277767482,0.045322856320160594,0.2814833035924726,0.12542002724560336,0.054674598455417604,-1.73602114401604,-50.56026354349364,6.046289746566896E-4,donor103.0,18.940176655799824,11.525396416337543,52.184791997548,3.1878131693904166,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
557,0.8151622342896031,0.029237156126875094,0.045646077130418274,0.034803266860097395,0.28033421309362555,0.14044989060977056,0.05772961899155874,-2.579137881156718,-46.799640485453814,0.008264851846445775,donor104.0,95.93845494107555,95.55774094401852,34.431260125154864,4.958620284681623,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
558,0.7765739681512663,0.03972190378776127,0.05366716955729813,0.044582446088179926,0.2912267065270077,0.1492128299956514,0.06700893256439824,-3.2663397491801294,-50.33294309282028,8.905833929313575E-4,donor105.0,209.7589750869472,82.85892488515296,11.723798708212074,5.555376661260618,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,0.6618956987142941,0.0762126701373956,0.09301331629951162,0.09018573398948478,0.3203517036472379,0.18886525794236184,0.09858925660049925,-1.0927660240653305,-47.355351983745905,0.013783569342473182,donor106.0,197.13797346820118,27.412226294467143,8.881675208589709,3.2709100623260228,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,0.749073982558252,0.044965619931511575,0.06655525386347212,0.057478619707438026,0.33036696418617045,0.1756006821166194,0.08219641307395074,-1.6372178876302697,-47.30389600618093,0.020624538975132223,donor107.0,204.52826727370095,31.454539605528115,5.2972013926084625,3.6064559652358286,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,0.6390161614131914,0.10411144343998972,0.11299355143793637,0.11103870861943406,0.32666067897142564,0.19488095766826813,0.09342269930885962,-5.66457380870693,-51.24182181660662,0.02425546126419617,donor108.0,216.95557369749153,233.11155759741047,7.519563603978034,6.270087604406296,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,0.8329693675272698,0.019448000867770234,0.04019352452210422,0.028027678363412706,0.2941105120708841,0.14532350417631024,0.05689766404577572,-2.978671954876927,-48.675347050161186,0.008500781123740773,donor109.0,149.58207713234117,62.624522441196554,31.49897583613378,3.5700887138337736,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,0.6806786842375494,0.027215801909336815,0.05653500567512567,0.05477445608429774,0.2851544546390787,0.21113785301852928,0.10078849575491115,-5.644908398357001,-48.51812065037861,0.006762087350667656,donor110.0,204.4151840133679,163.3735226928347,18.63673966936489,3.773945423764695,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,0.7701203696701687,0.0404633114333839,0.054709348951445844,0.04655653416298661,0.29328229696144514,0.1500609170973516,0.0679272981075338,-3.1222078764722543,-50.089796572308686,0.00652593681268565,donor111.0,113.26701197798646,73.60937876517615,79.14036905147297,4.446596815807495,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,0.6573649841447871,0.05879890861412096,0.07683872837608606,0.07488286716308203,0.3130418595335815,0.20154558766733657,0.0969446358966728,-5.386442716496579,-49.57107825406507,0.022624783010635845,donor112.0,219.80963806970502,151.39740988414107,5.723310991957104,6.201191974261912,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,0.7429104317334564,0.046915226014294306,0.05778199176434651,0.04898632745467471,0.2808474965998453,0.13614559665305367,0.055836356448904535,-6.004642402154051,-57.87289986726823,1.933988509132889E-4,donor113.0,156.39028119549891,186.35193225727613,25.32990897579855,9.187762032204253,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,0.7268379893299233,0.02921962632998762,0.0556175879293719,0.04932987318470038,0.3104855783123888,0.20112796448897632,0.09211854892739134,-6.702939636989927,-49.238153311725014,0.018452816779425705,donor114.0,215.44041076531727,199.06561677502341,6.521496090192505,3.7027492420818526,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,0.4565999524233865,0.05486537683746827,0.07880850234564396,0.07737765959595586,0.23097583668184685,0.14576167243403704,0.077386060702457,-2.017289192464738,-55.57470610288159,3.520676322554736E-4,donor115.0,128.25278133917865,7.19868221185335,5.264196203316928,1.841540523063662,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,0.7736427486306652,0.04171748824106256,0.05369593188916605,0.04232938418334061,0.3011172738486155,0.14911978244800989,0.06130680613359158,-6.511455549808018,-55.88488217186888,4.1615143156092455E-4,donor116.0,112.71780798960967,223.73679434778398,34.049207113978674,5.795982596433906,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,0.7248058790869103,0.04815584854835154,0.06770826069827117,0.05789346936971841,0.3074394022933608,0.1771127807974956,0.08159260559598891,-1.4961296270567435,-54.59337579723037,0.003929074807588161,donor117.0,132.4458500556987,242.61753598065212,7.385603760052486,7.9638471119889545,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,0.740739654751547,0.028568905138203073,0.043606693721448084,0.03418050746638824,0.2627025906753778,0.12481185577155027,0.05325679495696418,-2.5051750816573755,-50.936337406969244,0.0012038621299440375,donor118.0,57.14629586351952,33.372276018462415,35.216230427670034,3.735210874920111,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,0.5949392814953064,0.08169347748136399,0.1001018350224495,0.09274071802074793,0.3287951298108378,0.19393802656176895,0.11964013365242773,-2.534584697991244,-48.18598474218349,0.008641435022993667,donor119.0,177.71912836102516,41.27928119110143,12.167631951360132,4.416328343139694,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,0.7097162229678471,0.032995151290948446,0.05830147042014304,0.052790425022127475,0.29231801710286076,0.1963117897417752,0.09294173880123249,-4.440265043043776,-48.78630795571205,0.007617841765128166,donor120.0,204.62267409908134,156.76712431208054,10.513307686268348,8.344611998684925,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,0.6191573350517913,0.048485807395860565,0.0657482968720575,0.05918123663222681,0.2539913518560173,0.15632067284605583,0.07932648497284597,-9.6479186154713,-50.17137715385142,3.2443305323946404E-5,donor121.0,7.937756497948017,173.78909559803523,11.679309165526679,2.3432269991686954,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,0.6865503509387048,0.050000059260368566,0.06625810054946872,0.06133351149701298,0.28112009629280876,0.1754496410845224,0.08101100941927578,-9.682511337186902,-51.38788585083496,0.016495639087309333,donor122.0,107.96946840005151,435.1621599853379,9.115857896769215,7.038933703714559,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,0.7026518129354992,0.048733679219865024,0.0650237996465412,0.05759599863121708,0.2890723572655196,0.1647539116542284,0.0765703123024709,-1.7713470246599776,-55.25390915317703,0.03736673033237865,donor123.0,218.7112269498924,78.96801035641093,5.00877044373493,5.1199957290007445,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,0.2619672207742504,0.05511831684982066,0.08373376926706703,0.08857009955780343,0.19603214154583926,0.12107017866509774,0.06451156976574804,-2.0490923456247825,-54.89395616003764,2.6909288787497347E-5,donor124.0,72.10805674636495,6.014737301509952,4.029036107305432,1.8931010679441362,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,,,,,,,,-2.812669264687516,-52.88622724874405,0.0,donor125.0,190.4807117307164,111.08848509769942,26.653801705952482,5.966735028764937,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,,,,,,,,-2.5613779465741917,-53.49921985721173,0.0,donor126.0,17.845029472678036,147.40728565877237,183.71989007487662,4.505999935253418,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,0.7230190814466012,0.038515470907147686,0.06199522083533778,0.055942908705481964,0.31440381970064996,0.19326870717231218,0.08795693028565557,-5.803365739365939,-49.551809440878294,0.005282414651382565,donor127.0,198.75128929706807,235.11818398566777,6.2928470505121865,8.19133643048015,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,0.8432770054505039,0.020042058706211903,0.036248273950258994,0.025823640207699703,0.28145258714315674,0.13545042530176332,0.051606760461740425,-4.772673557935154,-55.855818553471316,0.011096536635805376,donor128.0,209.844730502017,163.27554685920478,10.033070932317342,9.985980525156755,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,0.7782253509694991,0.03878962335741169,0.05259497232438054,0.04365961163837729,0.27863377662079164,0.13773681111503747,0.06007043738592863,-4.266676257766064,-48.644840768149535,4.0805796002611565E-4,donor129.0,183.15173913682378,151.59812172363195,15.910420126081902,6.285327356297076,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,0.7995094584404232,0.03016002555902076,0.046025227176256116,0.034097985455883474,0.2941745353147551,0.14066089353281522,0.05704834668203531,-1.1953669279950134,-56.347818054046805,1.1067439592718223E-4,donor130.0,31.982775180892613,39.38345014095221,54.716590894538,4.976196688409441,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,0.6181990522732209,0.02855021644943881,0.05566981424436935,0.05475155836697139,0.25379413458879213,0.19397688566953325,0.09522699154764645,-5.761451137782413,-48.331865612416486,0.011421955013043723,donor131.0,195.86200538358005,146.3071247214185,10.999434724091522,4.3941515825505855,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,0.692303434341488,0.06749758836088667,0.07325783732189489,0.07078300932330975,0.2850511305797005,0.14901675868437583,0.0734928170454431,-2.331434643372107,-50.50376603861048,0.002179726187773394,donor132.0,50.09977166864555,30.458775944652437,28.117563247785192,3.5546189153382253,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,0.5301034713517803,0.158567310635485,0.15501163601979304,0.15091270401999485,0.3309440453794339,0.2113845485516054,0.09925107310857509,-2.9392091090631274,-55.836370266446615,6.662981609573181E-4,donor133.0,12.388339755402916,77.52563760330382,131.06243368515103,3.596297715905713,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,0.706268234758317,0.05481233538924942,0.07134640624014253,0.06362348721343467,0.3246498445504147,0.1776689591482105,0.08913213176860092,-3.5877365771257033,-51.25488256780226,0.09947808289671345,donor134.0,221.19596309261982,103.53867504471029,4.992829348915293,6.678458118153264,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,0.6802517509885543,0.04885329562467371,0.06564899118795024,0.056794628077065375,0.27404352220615763,0.15585010621418516,0.06684443146773257,-9.505719220835852,-51.94646242575703,0.009592998380019653,donor135.0,104.08217919179887,352.19922777050004,8.85208004349064,8.31082729749992,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,0.8506935824813483,0.018644720791079015,0.0378131241850528,0.025745417631008016,0.31114809558975326,0.15562316974421686,0.06031494565558829,-4.537212129648957,-50.55747297849026,0.020390848487324493,donor136.0,213.56895505855047,174.28988560980352,6.686702183774659,6.590255607533211,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,0.6980116090371783,0.062251732830033005,0.07588783811312091,0.06958443073443768,0.29635828569262757,0.15554450213558135,0.07567124489475113,-1.333042865278145,-53.50465236979922,0.012821686182436306,donor137.0,198.7151167838846,129.85651630913682,8.232453474573816,5.715238022347634,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,,,,,,,,-2.5800238348903832,-54.825827304067964,0.0,donor138.0,182.42726019302734,122.57142273280361,10.387919374958962,5.807984582106426,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,0.6840243766361581,0.04749535922999014,0.06453377654486794,0.055723703695244486,0.26776785524821867,0.16488108908403148,0.07534111308949022,-9.389597637284886,-54.980603886060095,2.7155705502277243E-4,donor139.0,3.6000182515057504,451.03393126400886,7.49292754152218,3.331565772887537,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,0.7418065762194768,0.027611016346041906,0.047332893126368736,0.04224386465849676,0.2663868460720418,0.1635831875950018,0.07334573990304878,-9.393653019611763,-50.6937421997133,0.02816688879644092,donor140.0,181.06462632654782,223.43288039271857,17.371279366057177,3.9151673168326826,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,0.8590653300608483,0.01811498977313914,0.03617500585508069,0.024010274392535363,0.30999262329855437,0.15197648156481922,0.05806699484821564,-4.53633002228946,-50.64393646704982,0.018388883884334746,donor141.0,217.16983493393414,166.28754943487496,5.758908693303825,6.710769287557477,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,0.6835880482306789,0.03496085539625859,0.05267089777038318,0.0420774762889694,0.24869003842226825,0.12940544382722244,0.05289406556099714,-9.638610594514853,-52.16736895327038,0.00921696789336561,donor142.0,153.84580037817943,267.44488380757275,19.880202508997012,2.617206991125183,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,0.6764415182476847,0.07251767056240618,0.08950438586165697,0.08229343675061561,0.3382061843720618,0.18512449795929564,0.09288588655630342,-1.8333882846759435,-47.75643427662395,0.020999803849655104,donor143.0,170.03848306372086,27.934232205382582,6.846734003144742,3.6716900405225665,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,0.6550457734234703,0.05626439767762481,0.07413783327743109,0.06890766650615723,0.27955222391926554,0.186170711567261,0.0873621484013739,-9.560071753963669,-51.87179434922177,0.044866363063891405,donor144.0,110.2292032201466,362.84482772903334,7.783943131386114,7.245970914003026,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,0.7461260021362669,0.03242744531596091,0.05366278750805084,0.04667252012190358,0.2875667595658419,0.170198220239785,0.0781573469570286,-4.423148680977921,-48.722816101362675,0.009890963818919365,donor145.0,186.77485328358821,179.76033455989915,19.722947672281148,8.914148369508288,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,0.5952636494115228,0.065400438670241,0.08632058208675088,0.08902920648271345,0.29239029307657866,0.22454142120239093,0.11367857782618165,-6.090117404246444,-49.8526136078412,0.011496028104598493,donor146.0,149.12112455516012,219.95762487621226,7.9178790035587205,6.723325161170738,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,0.6675159297354405,0.07996315994079527,0.08772848572556928,0.08267679070933799,0.30222477984247326,0.16515957969347528,0.08317351678884258,-3.6184484943794635,-48.60763959181288,8.957683901250492E-5,donor147.0,95.40092798063348,124.1910952933737,101.33891466612874,3.4943302403212826,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,0.4900896728028306,0.07098888459575307,0.08200033484757956,0.07955065421975355,0.24657439324244848,0.11925831840091458,0.058880604817890765,-1.8293398851298723,-49.50180512504782,7.176496972415339E-5,donor148.0,19.095012554211362,9.511441302706105,38.459312942250605,2.046679565178138,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,0.785493558368866,0.04137868558102026,0.05506009467939714,0.04622650853627574,0.3050852349022126,0.15256493213380293,0.06616002746258509,-3.587002773792058,-50.33586021585964,0.013822916339932649,donor149.0,204.87493187268365,112.9936865783248,14.335881294964029,9.194330791787321,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,0.4623819158433425,0.06479899616903,0.07585085522484145,0.0701876849473073,0.22863376487849993,0.11369203665243693,0.054502117523482184,-1.8398973209546712,-49.36088914600473,0.0010286589158413472,donor150.0,27.122531914893617,8.896593049986654,53.746255319148936,2.317177742218209,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,0.810014815433232,0.02240490382986958,0.03961108199919601,0.029339515752789792,0.2668419124987053,0.13028666163031086,0.05207932614268748,-3.231847626502713,-49.38513022331142,9.612416706947727E-4,treated,89.82043433059953,76.45903689510094,64.69490008085943,3.5428618817225277,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,0.5906932231812736,0.1343055117762987,0.13089453656607594,0.13139479199413584,0.31749717907378133,0.18808967468453613,0.1000998859882508,-2.8935099922786867,-50.337616225402066,0.001473060718083997,donor1.0,135.19371294328226,50.83437810497659,41.36898981989038,4.413342499248143,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,0.654298865996742,0.0433940955839897,0.0676034686703347,0.0622790119458193,0.30402350035234954,0.20508470433566423,0.09959568563721281,-4.40895144827864,-49.268634654712415,0.03948434904260667,donor2.0,214.53616368552412,102.836312838928,6.232984089018301,4.292646283111147,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,0.6788458133785996,0.0639709615367467,0.0821802926553078,0.07405794868518695,0.32248784255999646,0.18369893999358652,0.08853951310760111,-2.4287674817353313,-47.70549718503743,0.02578463492724427,donor3.0,182.5677583995558,41.96554319096385,13.171442171653734,4.279859145357057,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,0.7661120218805269,0.03253670037752441,0.050852781353941355,0.03936280567818738,0.29323610373246217,0.14755959357043122,0.06338207553844824,-3.98289958818087,-56.13791933330121,0.00769139045106022,donor4.0,210.81485119339953,128.47536960518175,8.36102263319629,9.419658694681313,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,0.5412761252635402,0.04956970022755988,0.07379302006100612,0.08133234730059136,0.263282525931861,0.23478347134039715,0.12229378808229555,-8.491124723721084,-50.46449548701146,0.011156255838430537,donor5.0,187.44973036467513,224.98157699373107,15.137540712264407,2.514132934753607,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
610,0.7635382645314863,0.04047827867951737,0.05813391903624967,0.04960787214397749,0.318017156855938,0.17612409148675096,0.07641784408209866,-3.9996444749558817,-54.56286043369872,0.00914322625936576,donor6.0,210.14501173053296,168.75457397265873,6.6304742486873,9.288530943573765,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,0.34849027576963737,0.19672935624795318,0.20230175282220206,0.21174107060574757,0.36541645708782583,0.2758900490068513,0.14951736028926776,-6.622497047931977,-49.32430091128283,0.0028412045994228433,donor7.0,210.52113646429692,198.5059520089129,6.778169649448007,4.405332693336249,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,0.5174895575908518,0.054207331454604886,0.08430305373693692,0.0941238732851857,0.2900670056694168,0.2623905394831626,0.14335363040816482,-7.134943444889696,-49.87668064842646,0.007013477274398103,donor8.0,181.42720866624452,229.33807527364092,15.667820908392729,4.199560667801627,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,0.7331286810676114,0.043822218130141456,0.06212508367477968,0.05586686506407938,0.3210451075931793,0.1901057745377914,0.08754804009109651,-5.7403367112819135,-51.127484996342886,0.057718961174924935,donor9.0,212.46225108103948,288.38084617065033,6.324941574889098,8.219491955238828,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,0.6112882365498862,0.10801474246195117,0.11389392429564694,0.11024326406089364,0.31017047090906774,0.19277803888702957,0.09257726452289528,-1.3712250807402067,-54.26286273003266,8.972928674189968E-5,donor10.0,40.6834714111096,444.39354431248404,12.635664810539181,13.313654028522164,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
615,0.7885659543969127,0.03325588047183449,0.05100232122770001,0.041050876652992674,0.2943685323596392,0.1576289230333335,0.06714754581688194,-3.0927653173041803,-48.70634712139713,0.045213926669128164,donor11.0,138.34022026928065,66.75880736748002,23.60982479860291,3.626033287200853,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,0.5905187132761883,0.08573833770781061,0.09538383573957628,0.09579058858917555,0.29508925557678367,0.18431741444310645,0.0932002134828877,-4.076947894609463,-48.352439881975954,0.017921959520348665,donor12.0,124.56772117514313,158.52349347025017,50.08207614191984,5.375663266591067,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,0.7276500860848814,0.02979862734631573,0.05422626655122652,0.048480280528638724,0.30077196629608616,0.19091053021660886,0.08809703643558202,-5.026459291065852,-49.50435243257609,0.040600152250468674,donor13.0,220.3122451100087,129.9981130202153,5.124918824843494,9.0557527889584,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,0.8355221368480007,0.024307807814973287,0.04018217139753254,0.029561797687632476,0.29158334624612114,0.14184668310759502,0.05626045562843694,-3.259719385162741,-53.7197107628731,0.010120877622271386,donor14.0,108.9219879304225,197.84386360709803,62.74608448704296,5.033382682738534,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
619,0.15011330639148412,0.04459872860575342,0.07091228790289385,0.07650878004310854,0.1504046504004332,0.08840378282756534,0.046202506920331024,-2.1708786034207828,-54.561545059373884,3.033438225132047E-4,donor15.0,87.67722865073358,8.799911524078988,5.801665404996215,1.8524075459511968,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,0.4872464408953318,0.06074034593546553,0.08427516349611747,0.08483366465414227,0.2657682819724049,0.20957846118141216,0.11276980447557997,-6.801178164125249,-49.04040137190688,0.012486724557005172,donor16.0,175.27018647769452,151.24578569507898,8.87077905218626,2.6564916128878764,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,0.49538033080510063,0.08992897982336179,0.10630544541382293,0.11379998733417096,0.2962204771591262,0.23926338107725603,0.12596630639976883,-8.32325846856932,-50.58218317402778,0.005788488601876416,donor17.0,169.38860062009022,266.90146440215534,17.32220597921252,3.5401493088243283,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,0.7074928748489605,0.04831685606210496,0.07254137969004755,0.06251941844210372,0.3270909443411768,0.18767088313459515,0.08704327918325774,-2.4882107365893753,-47.62656480718901,0.02552102583615755,donor18.0,193.57191432814813,45.956229081535845,23.15367779254279,3.449373127538225,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,0.6313993847243535,0.0401805602307091,0.071511388985047,0.07304587838074464,0.3114888139779214,0.22702437803522937,0.11277363928782123,-4.3391700355201275,-47.5471450559683,0.014244967448950614,donor19.0,192.73813431452982,198.3351909006477,15.357241178494832,5.488280734327813,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,0.6114448390786351,0.039896938478079506,0.06827965326701299,0.07171233824970304,0.28901810925865523,0.23324684599995077,0.11981676785345616,-5.64782049922331,-48.54104657261172,0.024494727611504417,donor20.0,204.4635784327189,164.0978754059736,19.121006949213054,3.542069149285081,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,0.6298423575576207,0.05101345902446808,0.07006870052586292,0.06349315326472503,0.282859754939446,0.1296699781134591,0.05933662162608622,-1.8261182667831048,-49.02656522238162,5.51180016666213E-4,donor21.0,25.190499156016397,9.022104608955035,35.51571417088662,2.7302389584196,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,0.7987963462720111,0.029750214207405538,0.04498999153825608,0.03464324576418725,0.2782375308220229,0.13654525189609001,0.05534099484081951,-3.4718435047320466,-48.712651200398675,5.206679164570411E-4,donor22.0,61.30409033043672,98.62716339810409,109.7706868876958,3.657441880785309,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
