"system.index","B1","B2","B3","B4","B5","B7","B8","NDVI","date","gain","loss","lossyear","treecover2000",".geo","time","treatment","new_index","yearly_loss"
"74_0",0.10956435,0.09754159,0.07138418,0.30691192,0.16411513,0.07352407,0.17321442,0.62260157,"2009-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2009,"0","74_0_treated",0
"74_0",0.10656478,0.09103166,0.0658527,0.29180798,0.20857601,0.09122395,0.17133954,0.6317588,"2010-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2010,"0","74_0_treated",0
"74_0",0.09466134,0.081779435,0.05412309,0.33648288,0.16787578,0.059324622,0.18336956,0.7228763,"2011-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2011,"0","74_0_treated",0
"74_0",0.097334534,0.08135389,0.05144388,0.33188337,0.15565477,0.05037305,0.17788064,0.7315929,"2012-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2012,"1","74_0_treated",0
"74_0",0.07813143,0.06323314,0.036539897,0.2946059,0.13736716,0.041909248,0.15152591,0.7793123,"2013-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2013,"1","74_0_treated",0
"74_0",0.08395857,0.0725275,0.04132481,0.30781597,0.1436114,0.041184153,0.16172464,0.7632771,"2014-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2014,"1","74_0_treated",0
"74_0",0.1021413,0.08650192,0.059223793,0.29823244,0.14855263,0.053667836,0.16963401,0.6686375,"2015-01-01",0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}",2015,"1","74_0_treated",0
"78_0",0.116077594,0.10312587,0.07828462,0.3131933,0.18343227,0.07745879,0.19240656,0.600056,"2001-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2001,"0","78_0_treated",0
"78_0",0.08804235,0.07858246,0.050086554,0.3146177,0.16750382,0.057340983,0.17799233,0.7253306,"2002-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2002,"0","78_0_treated",0
"78_0",0.0890362,0.0786567,0.048389968,0.30327427,0.15688498,0.050503865,0.17328501,0.7247945,"2003-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2003,"0","78_0_treated",0
"78_0",0.104563154,0.09092912,0.061881006,0.306141,0.16212158,0.062045004,0.18090384,0.6637103,"2004-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2004,"0","78_0_treated",0
"78_0",0.10447582,0.08896737,0.06268416,0.28344417,0.15505616,0.062835135,0.16585186,0.63779813,"2005-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2005,"0","78_0_treated",0
"78_0",0.12912557,0.11576395,0.09275005,0.34080565,0.192242,0.089216046,0.19805373,0.5721424,"2006-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2006,"0","78_0_treated",0
"78_0",0.1000943,0.077914335,0.0556999,0.23580173,0.19497557,0.10098699,0.12539114,0.6178416,"2007-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2007,"0","78_0_treated",0
"78_0",0.1501296,0.14564398,0.122532636,0.36593458,0.24919389,0.13372044,0.2526411,0.4982974,"2008-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2008,"0","78_0_treated",0
"78_0",0.12053338,0.11076189,0.09112714,0.31967708,0.20558235,0.10407256,0.1976456,0.5563476,"2009-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2009,"0","78_0_treated",0
"78_0",0.09762552,0.08547029,0.06005566,0.32120278,0.17927667,0.06673877,0.17985693,0.6849609,"2010-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2010,"0","78_0_treated",0
"78_0",0.10543815,0.09685389,0.06837348,0.34523764,0.20310338,0.07885831,0.19715497,0.6693828,"2011-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2011,"0","78_0_treated",0
"78_0",0.09990926,0.08994236,0.060691953,0.33331358,0.17699197,0.0624931,0.18391654,0.6919234,"2012-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2012,"1","78_0_treated",0
"78_0",0.2115756,0.23009115,0.20455775,0.47029,0.14666803,0.048517145,0.32990262,0.39376622,"2013-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2013,"1","78_0_treated",0
"78_0",0.085307226,0.07671769,0.046184197,0.31077993,0.14559254,0.04597474,0.16539997,0.741239,"2014-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2014,"1","78_0_treated",0
"78_0",0.09961225,0.088936664,0.059878074,0.32732996,0.16587088,0.056810156,0.18304071,0.6907188,"2015-01-01",0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}",2015,"1","78_0_treated",0
"79_0",0.103135325,0.08471614,0.06730009,0.27684352,0.1744344,0.07672217,0.15838304,0.6088837,"2001-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2001,"0","79_0_treated",1
"79_0",0.08861282,0.074135244,0.046013102,0.3071683,0.17375244,0.06804551,0.17346136,0.73943645,"2002-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2002,"0","79_0_treated",1
"79_0",0.08980189,0.0738319,0.04754906,0.3211589,0.1451088,0.047657035,0.170143,0.74207735,"2003-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2003,"0","79_0_treated",1
"79_0",0.14492768,0.14137107,0.11341292,0.37457016,0.21708772,0.110330254,0.25525558,0.5351769,"2004-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2004,"0","79_0_treated",1
"79_0",0.09021093,0.072396114,0.046955604,0.27748755,0.13064072,0.045491107,0.15897642,0.7105465,"2005-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2005,"0","79_0_treated",1
"79_0",0.090849355,0.0718376,0.046201456,0.2877945,0.1305098,0.043851584,0.1588683,0.7233412,"2006-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2006,"0","79_0_treated",1
"79_0",0.096241966,0.083109945,0.05077902,0.34502894,0.17094637,0.06085806,0.17634702,0.7434159,"2007-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2007,"0","79_0_treated",1
"79_0",0.14993115,0.13491338,0.11468072,0.31323057,0.18114404,0.09679162,0.20634882,0.4639977,"2008-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2008,"0","79_0_treated",1
"79_0",0.095044464,0.080921,0.05472584,0.321265,0.14662713,0.053166073,0.18415943,0.708898,"2009-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2009,"0","79_0_treated",1
"79_0",0.0959712,0.0757162,0.048409965,0.30574054,0.13725004,0.045033418,0.162816,0.7266136,"2010-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2010,"0","79_0_treated",1
"79_0",0.10441479,0.0870411,0.05551553,0.36346444,0.16282701,0.05672993,0.19393912,0.73499674,"2011-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2011,"0","79_0_treated",1
"79_0",0.15077077,0.13412568,0.11566485,0.2886363,0.17979196,0.10788234,0.1955531,0.42782825,"2012-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2012,"1","79_0_treated",1
"79_0",0.07969285,0.06147608,0.036539897,0.28352198,0.11411498,0.028693449,0.14850643,0.7716698,"2013-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2013,"1","79_0_treated",1
"79_0",0.085307226,0.06799733,0.042880297,0.28510728,0.12251093,0.037228916,0.14441867,0.73852485,"2014-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2014,"1","79_0_treated",1
"79_0",0.09607765,0.08062771,0.054041274,0.32144898,0.14577533,0.048349008,0.175482,0.7121562,"2015-01-01",0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}",2015,"1","79_0_treated",1
"82_0",0.10106397,0.08447841,0.057888553,0.32644176,0.1472364,0.053925328,0.18088384,0.6987563,"2001-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2001,"0","82_0_treated",0
"82_0",0.08443804,0.06939192,0.04061529,0.31073046,0.1368161,0.043598786,0.16623135,0.76880157,"2002-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2002,"0","82_0_treated",0
"82_0",0.08819765,0.07124358,0.044262443,0.3147516,0.15128069,0.047784533,0.16677096,0.7534222,"2003-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2003,"0","82_0_treated",1
"82_0",0.087082975,0.0705723,0.043281145,0.31684613,0.1433135,0.046321176,0.16585296,0.7596342,"2004-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2004,"0","82_0_treated",1
"82_0",0.09938551,0.081604585,0.057886466,0.2956267,0.14917955,0.056615245,0.16312571,0.67250746,"2005-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2005,"0","82_0_treated",1
"82_0",0.103694975,0.0892908,0.066515565,0.32679185,0.16776371,0.06498501,0.17750384,0.66176295,"2006-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2006,"0","82_0_treated",1
"82_0",0.08889683,0.073155224,0.045918502,0.31505603,0.15047173,0.047690548,0.16225351,0.7455859,"2007-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2007,"0","82_0_treated",1
"82_0",0.095932804,0.07512222,0.047939505,0.27015996,0.12234423,0.040882796,0.14689256,0.69858795,"2008-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2008,"0","82_0_treated",1
"82_0",0.09707577,0.080666,0.05599063,0.3039329,0.14453985,0.058663588,0.16601147,0.68887484,"2009-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2009,"0","82_0_treated",1
"82_0",0.0980762,0.07788342,0.050975315,0.29720104,0.13678563,0.04320194,0.1607042,0.7071868,"2010-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2010,"0","82_0_treated",1
"82_0",0.10033495,0.08085995,0.057765033,0.28999525,0.13969001,0.052978083,0.16135837,0.6677882,"2011-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2011,"0","82_0_treated",1
"82_0",0.1809128,0.18414491,0.1599348,0.4249835,0.26484743,0.19518773,0.32982394,0.45313796,"2012-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2012,"1","82_0_treated",1
"82_0",0.07657001,0.056204926,0.03321162,0.2650487,0.1164402,0.035301346,0.13340898,0.7772978,"2013-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2013,"1","82_0_treated",1
"82_0",0.08375726,0.06625326,0.041228347,0.2667697,0.13405174,0.04160183,0.14142135,0.73228174,"2014-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2014,"1","82_0_treated",1
"82_0",0.09438415,0.075457945,0.05092243,0.27947176,0.13252081,0.04584948,0.1539597,0.6917474,"2015-01-01",1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}",2015,"1","82_0_treated",1
"83_0",0.10098631,0.08363813,0.05616948,0.31667486,0.1469431,0.051091682,0.17288664,0.69869745,"2001-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2001,"0","83_0_treated",0
"83_0",0.08474326,0.069714025,0.04221246,0.310403,0.13863982,0.045770183,0.16250551,0.7605751,"2002-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2002,"0","83_0_treated",0
"83_0",0.08392921,0.066798285,0.038814142,0.2847797,0.13014543,0.038961414,0.14927371,0.7601058,"2003-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2003,"0","83_0_treated",0
"83_0",0.11577533,0.098399185,0.076956354,0.30285224,0.16773388,0.068340205,0.1811674,0.59476244,"2004-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2004,"0","83_0_treated",0
"83_0",0.1355958,0.120275475,0.10092219,0.3213566,0.1792929,0.091781475,0.2078796,0.5220116,"2005-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2005,"0","83_0_treated",0
"83_0",0.09712224,0.07846767,0.053062256,0.29861587,0.13642935,0.04618437,0.16460486,0.69823396,"2006-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2006,"0","83_0_treated",0
"83_0",0.140959,0.12334193,0.104149766,0.309879,0.1814544,0.09296907,0.19813222,0.496896,"2007-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2007,"0","83_0_treated",0
"83_0",0.0822165,0.062735535,0.038093667,0.236886,0.105717316,0.035248097,0.12918326,0.72293466,"2008-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2008,"0","83_0_treated",0
"83_0",0.090248026,0.07542111,0.046104193,0.30757517,0.14087671,0.044748355,0.16217223,0.7392882,"2009-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2009,"0","83_0_treated",0
"83_0",0.10378278,0.08476048,0.054964427,0.293981,0.14343865,0.045034427,0.14518525,0.68496835,"2010-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2010,"0","83_0_treated",0
"83_0",0.09271035,0.07348551,0.047828086,0.31707716,0.12514545,0.04335107,0.17072606,0.73786026,"2011-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2011,"0","83_0_treated",0
"83_0",0.10923189,0.08962456,0.058110554,0.35166755,0.16274355,0.05208245,0.17641398,0.7163804,"2012-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2012,"1","83_0_treated",0
"83_0",0.09189333,0.066047125,0.041646145,0.16648866,0.06743186,0.021292504,0.13887109,0.59981567,"2013-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2013,"1","83_0_treated",0
"83_0",0.093105845,0.07582541,0.04877431,0.27997127,0.1287369,0.04601525,0.15556885,0.7032702,"2014-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2014,"1","83_0_treated",0
"83_0",0.09242023,0.07491578,0.048148807,0.29652515,0.14683017,0.051954646,0.15958235,0.72061247,"2015-01-01",0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}",2015,"1","83_0_treated",0
"85_0",0.108568855,0.09385571,0.07228803,0.27381912,0.16762988,0.06988127,0.1667617,0.5822795,"2001-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2001,"0","85_0_treated",0
"85_0",0.0954239,0.08561839,0.060913615,0.2947753,0.17549008,0.06543318,0.16581695,0.6574894,"2002-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2002,"0","85_0_treated",0
"85_0",0.09211606,0.08282835,0.054491606,0.30241704,0.16364855,0.060345765,0.1676821,0.6946468,"2003-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2003,"0","85_0_treated",0
"85_0",0.14907664,0.14308935,0.12030441,0.3452795,0.204031,0.09669303,0.22484301,0.48321062,"2004-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2004,"0","85_0_treated",0
"85_0",0.10383988,0.0896398,0.05965406,0.31297746,0.15347566,0.05672308,0.1769483,0.6798228,"2005-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2005,"0","85_0_treated",0
"85_0",0.13144104,0.1133954,0.09494403,0.30099308,0.218605,0.11148033,0.19209954,0.5204085,"2006-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2006,"0","85_0_treated",0
"85_0",0.13229513,0.1178937,0.09784804,0.30918062,0.20618695,0.099418506,0.19440448,0.5192081,"2007-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2007,"0","85_0_treated",0
"85_0",0.09840079,0.08334902,0.058972444,0.26751262,0.15512866,0.058849208,0.1554019,0.6387434,"2008-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2008,"0","85_0_treated",0
"85_0",0.10605912,0.09951794,0.07460354,0.31753132,0.1954659,0.079555474,0.1866282,0.6195006,"2009-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2009,"0","85_0_treated",0
"85_0",0.09979773,0.08885795,0.06315513,0.30087453,0.18491873,0.07551035,0.17362465,0.65302205,"2010-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2010,"0","85_0_treated",0
"85_0",0.14298849,0.14389858,0.12378236,0.33365712,0.19703688,0.10324256,0.19849852,0.45880333,"2011-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2011,"0","85_0_treated",0
"85_0",0.09817371,0.08584942,0.044017576,0.20391087,0.10005977,0.03746873,0.16619447,0.64491713,"2012-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2012,"1","85_0_treated",0
"85_0",0.10832907,0.09147001,0.07939306,0.24770147,0.23045206,0.12075044,0.1491755,0.5145559,"2013-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2013,"1","85_0_treated",1
"85_0",0.09904115,0.08602468,0.060251348,0.31457788,0.21255757,0.085087106,0.18371184,0.67851305,"2014-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2014,"1","85_0_treated",1
"85_0",0.09994643,0.08363827,0.059732877,0.26797107,0.13323551,0.042734656,0.15424344,0.6354461,"2015-01-01",0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}",2015,"1","85_0_treated",1
"87_0",0.10448104,0.088858984,0.06132584,0.3201056,0.15215956,0.05440256,0.17961453,0.67844373,"2001-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2001,"0","87_0_treated",0
"87_0",0.09311445,0.07813281,0.04891705,0.29980487,0.13850646,0.04546229,0.16293752,0.7194495,"2002-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2002,"0","87_0_treated",0
"87_0",0.09996938,0.08640594,0.060191013,0.3491158,0.16705479,0.06221598,0.18770073,0.70588803,"2003-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2003,"0","87_0_treated",0
"87_0",0.11119522,0.09554672,0.07211973,0.32281455,0.15283708,0.06369341,0.18666941,0.63477606,"2004-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2004,"0","87_0_treated",0
"87_0",0.09949701,0.0850571,0.0582222,0.30624345,0.15411432,0.060389016,0.17325702,0.6805065,"2005-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2005,"0","87_0_treated",0
"87_0",0.12634012,0.11245215,0.08774434,0.3363244,0.17269835,0.081394024,0.20557466,0.58617866,"2006-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2006,"0","87_0_treated",0
"87_0",0.12990314,0.10579571,0.0843581,0.22075999,0.11814127,0.062573396,0.15567128,0.4470462,"2007-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2007,"0","87_0_treated",0
"87_0",0.104009375,0.0897239,0.06108937,0.3497607,0.2120092,0.10146242,0.1861288,0.7026197,"2008-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2008,"0","87_0_treated",0
"87_0",0.088070475,0.07316255,0.045784,0.336115,0.13838676,0.04151939,0.17573662,0.7602298,"2009-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2009,"0","87_0_treated",0
"87_0",0.10079341,0.0854572,0.068293914,0.26185098,0.16518055,0.07722793,0.16211337,0.58627915,"2010-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2010,"0","87_0_treated",0
"87_0",0.10198422,0.0819786,0.052811556,0.25087032,0.10544532,0.041025426,0.14250691,0.6521916,"2011-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2011,"0","87_0_treated",0
"87_0",0.09142688,0.07730548,0.045697965,0.35208374,0.13860847,0.04521974,0.1818144,0.77023596,"2012-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2012,"1","87_0_treated",0
"87_0",0.0915178,0.075521275,0.04607148,0.3292207,0.12507199,0.03659245,0.16862261,0.7544767,"2013-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2013,"1","87_0_treated",0
"87_0",0.09195829,0.07529927,0.048515923,0.3460785,0.14111483,0.047123358,0.18140474,0.7540973,"2014-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2014,"1","87_0_treated",0
"87_0",0.093379766,0.07832469,0.047003843,0.33396733,0.13954386,0.04334566,0.16987932,0.753242,"2015-01-01",0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}",2015,"1","87_0_treated",0
"88_0",0.09716195,0.07761863,0.05243203,0.2713748,0.123264514,0.044979054,0.1550334,0.6761524,"2001-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2001,"0","88_0_treated",0
"88_0",0.0860595,0.0682142,0.04057164,0.30811128,0.13509545,0.043383297,0.16065244,0.7672863,"2002-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2002,"0","88_0_treated",0
"88_0",0.0830262,0.06319931,0.040536087,0.26290882,0.12830558,0.041409414,0.15830964,0.73282737,"2003-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2003,"0","88_0_treated",1
"88_0",0.2365956,0.2469008,0.23691508,0.42657787,0.35906518,0.23778127,0.33728644,0.28585503,"2004-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2004,"0","88_0_treated",1
"88_0",0.1098338,0.10024337,0.08211926,0.264134,0.18525437,0.08552388,0.17061843,0.52566934,"2005-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2005,"0","88_0_treated",1
"88_0",0.11483443,0.10860162,0.10000732,0.2836594,0.24201183,0.1047093,0.1686219,0.47867608,"2006-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2006,"0","88_0_treated",1
"88_0",0.12546022,0.10204012,0.08407066,0.18610848,0.13401157,0.068540156,0.13747092,0.37766728,"2007-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2007,"0","88_0_treated",1
"88_0",0.117678456,0.1074682,0.09568106,0.27487883,0.256459,0.12237775,0.18218228,0.48358655,"2008-01-01",0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}",2008,"0","88_0_treated",1
