system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
6_0,0.083609566,0.06783171,0.043256514,0.27503204,0.11434566,0.037043635,0.15352769,0.7281931,2009-01-01,0,1,21,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83309258120028,-2.1622898046398946]}"
7_0,0.124202654,0.11546891,0.10528245,0.26763573,0.23110026,0.11931031,0.18079956,0.435359,2009-01-01,0,1,23,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-1.9744520787305024]}"
11_0,0.09965333,0.08566529,0.0554517,0.2905645,0.14847277,0.05641604,0.15203439,0.67948496,2009-01-01,0,1,15,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88564402532128,-2.1321064110934786]}"
15_0,0.0842003,0.06830019,0.039656606,0.34350377,0.13985911,0.04313534,0.17052372,0.7930026,2009-01-01,0,1,21,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84117741875736,-2.1148587576383835]}"
17_0,0.08661373,0.0662183,0.04162229,0.24459638,0.10616501,0.037491515,0.12918246,0.7091574,2009-01-01,0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.72340828500929,-1.9612468440539454]}"
19_0,0.08932474,0.07131627,0.047137544,0.25374055,0.12501557,0.04265225,0.12989056,0.68666685,2009-01-01,0,1,5,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79132092048872,-2.115667241394091]}"
22_0,0.09347412,0.07785475,0.050938077,0.30391052,0.14886111,0.0535198,0.16857997,0.7129025,2009-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.069314172733524]}"
23_0,0.09821938,0.08946081,0.07083419,0.27673396,0.2016618,0.087411284,0.1626744,0.59240115,2009-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.0191881798796545]}"
35_0,0.082256734,0.06841949,0.043486338,0.30731347,0.13514079,0.04211689,0.15767731,0.75207317,2009-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.721521822912635,-1.9404957609907845]}"
36_0,0.08681648,0.07446472,0.045502275,0.30460927,0.14480503,0.048151933,0.15906835,0.74006987,2009-01-01,0,1,7,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83686550539358,-2.0267340282662585]}"
37_0,0.09199246,0.07738449,0.05855468,0.25786048,0.20156504,0.08991898,0.15187438,0.62988704,2009-01-01,0,1,19,89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-2.1207876385135727]}"
44_0,0.092498906,0.08704255,0.057043236,0.31748897,0.1815176,0.069696926,0.17876405,0.69538945,2009-01-01,0,1,16,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83659601080835,-2.057995400153618]}"
52_0,0.08431237,0.06696507,0.04152658,0.28730956,0.120333314,0.03974175,0.15125184,0.747433,2009-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.777846191226935,-1.9485805985478601]}"
54_0,0.08761859,0.07716844,0.047593944,0.32891998,0.15444106,0.052665897,0.17623544,0.74718624,2009-01-01,0,1,11,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88591351990651,-2.1264470248035257]}"
55_0,0.10131417,0.09084946,0.08473819,0.2347292,0.22936624,0.11422795,0.15537262,0.46950337,2009-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.808838068529056,-2.0838668803362603]}"
56_0,0.092437685,0.084631,0.0535214,0.3729994,0.17437683,0.060451638,0.19581993,0.7490326,2009-01-01,0,1,7,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.808838068529056,-2.0499105625965424]}"
58_0,0.116228856,0.104677826,0.08305628,0.39476356,0.21031027,0.093495764,0.22622533,0.65235317,2009-01-01,0,1,10,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.86758788811047,-2.0906042449671567]}"
59_0,0.10183032,0.082070865,0.07567814,0.1701439,0.2270022,0.164298,0.12177451,0.38428515,2009-01-01,0,1,9,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.786200523369246,-2.0043659776916827]}"
64_0,0.098954886,0.08888335,0.06850148,0.29139954,0.18290418,0.076920524,0.16873445,0.61933154,2009-01-01,0,1,22,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.80991604687,-2.081710923654373]}"
66_0,0.08238189,0.06450119,0.03806176,0.27337822,0.11798253,0.03630983,0.15015349,0.75557566,2009-01-01,0,1,10,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83120611910363,-2.0024795155950317]}"
71_0,0.10419817,0.08830206,0.076753035,0.24701084,0.19014817,0.09570832,0.14203978,0.5258703,2009-01-01,0,1,16,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79078193131825,-2.0994975662799398]}"
74_0,0.10956435,0.09754159,0.07138418,0.30691192,0.16411513,0.07352407,0.17321442,0.62260157,2009-01-01,0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}"
78_0,0.12053338,0.11076189,0.09112714,0.31967708,0.20558235,0.10407256,0.1976456,0.5563476,2009-01-01,0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}"
79_0,0.095044464,0.080921,0.05472584,0.321265,0.14662713,0.053166073,0.18415943,0.708898,2009-01-01,0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}"
82_0,0.09707577,0.080666,0.05599063,0.3039329,0.14453985,0.058663588,0.16601147,0.68887484,2009-01-01,1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}"
83_0,0.090248026,0.07542111,0.046104193,0.30757517,0.14087671,0.044748355,0.16217223,0.7392882,2009-01-01,0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}"
85_0,0.10605912,0.09951794,0.07460354,0.31753132,0.1954659,0.079555474,0.1866282,0.6195006,2009-01-01,0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}"
87_0,0.088070475,0.07316255,0.045784,0.336115,0.13838676,0.04151939,0.17573662,0.7602298,2009-01-01,0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}"
88_0,0.090856716,0.07343448,0.058488674,0.18638563,0.1476124,0.06321915,0.11796174,0.52229637,2009-01-01,0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}"
93_0,0.093087785,0.07951018,0.050638292,0.32226723,0.14682344,0.04640101,0.16978349,0.7284122,2009-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83066712993316,-1.997898107646022]}"
