system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
6_0,0.09833959,0.080744386,0.05215636,0.30763638,0.13087882,0.043691248,0.16741157,0.71007556,2012-01-01,0,1,21,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83309258120028,-2.1622898046398946]}"
7_0,0.10520789,0.0960983,0.07313495,0.3248737,0.15861413,0.06059911,0.19210497,0.63249564,2012-01-01,0,1,23,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-1.9744520787305024]}"
11_0,0.17445695,0.15269974,0.14576195,0.27896544,0.2105253,0.14202496,0.22278364,0.31362113,2012-01-01,0,1,15,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88564402532128,-2.1321064110934786]}"
15_0,0.17019632,0.15698707,0.14098433,0.34110126,0.23722988,0.15216029,0.24395578,0.41510665,2012-01-01,0,1,21,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84117741875736,-2.1148587576383835]}"
17_0,0.08468005,0.06522389,0.040010393,0.30309084,0.12619781,0.042061564,0.15765527,0.7667721,2012-01-01,0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.72340828500929,-1.9612468440539454]}"
19_0,0.09505897,0.08409695,0.054705296,0.33806264,0.16716781,0.061573196,0.17572564,0.72143704,2012-01-01,0,1,5,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79132092048872,-2.115667241394091]}"
22_0,0.09465125,0.06736044,0.043557137,0.2204726,0.085978076,0.027172059,0.12345773,0.67005885,2012-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.069314172733524]}"
23_0,0.09895305,0.07985141,0.04789165,0.3899868,0.1582964,0.05751152,0.201346,0.78125596,2012-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.0191881798796545]}"
35_0,0.0935016,0.08409695,0.051385537,0.3012119,0.16020995,0.061573196,0.14511238,0.70853144,2012-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.721521822912635,-1.9404957609907845]}"
36_0,0.13922422,0.12744407,0.10390809,0.38200524,0.22035769,0.11353816,0.22413439,0.57231843,2012-01-01,0,1,7,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83686550539358,-2.0267340282662585]}"
37_0,0.10815367,0.09320094,0.06787365,0.2923923,0.15225224,0.062893644,0.16378115,0.62320256,2012-01-01,0,1,19,89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-2.1207876385135727]}"
