system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
6_0,0.16441205,0.14150697,0.12413559,0.285338,0.17080423,0.09642397,0.20190407,0.3936821,2007-01-01,0,1,21,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83309258120028,-2.1622898046398946]}"
7_0,0.10618348,0.09530499,0.08238465,0.26784697,0.23166186,0.10164237,0.16632773,0.5295419,2007-01-01,0,1,23,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-1.9744520787305024]}"
11_0,0.12305466,0.103777684,0.07906954,0.34677702,0.17440629,0.08066676,0.21262121,0.62864774,2007-01-01,0,1,15,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88564402532128,-2.1321064110934786]}"
15_0,0.087342404,0.06960766,0.03811121,0.3134606,0.12676756,0.039060123,0.16052164,0.7831953,2007-01-01,0,1,21,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84117741875736,-2.1148587576383835]}"
17_0,0.08723362,0.063659035,0.042311467,0.27770972,0.12544383,0.041047666,0.13954295,0.73557085,2007-01-01,0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.72340828500929,-1.9612468440539454]}"
19_0,0.17483643,0.16070242,0.14519146,0.37336928,0.24120547,0.13753735,0.2512082,0.4400214,2007-01-01,0,1,5,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79132092048872,-2.115667241394091]}"
22_0,0.13351297,0.11274664,0.09248736,0.25984508,0.14714772,0.07834198,0.16871575,0.47499946,2007-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.069314172733524]}"
23_0,0.10394664,0.09523302,0.07783872,0.27034065,0.22363156,0.09775089,0.17315781,0.5528815,2007-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.0191881798796545]}"
35_0,0.095854916,0.07958417,0.045483686,0.33386782,0.14282715,0.04371482,0.17436898,0.76020294,2007-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.721521822912635,-1.9404957609907845]}"
36_0,0.1000943,0.071858205,0.058980484,0.09189901,0.13652483,0.09668576,0.070435256,0.21817759,2007-01-01,0,1,7,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83686550539358,-2.0267340282662585]}"
