system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
6_0,0.093712285,0.068444535,0.04575122,0.19820881,0.08508175,0.026258577,0.12126401,0.62492853,2015-01-01,0,1,21,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83309258120028,-2.1622898046398946]}"
7_0,0.09516763,0.08078785,0.0591466,0.22656254,0.10827107,0.043990985,0.13697743,0.58596635,2015-01-01,0,1,23,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-1.9744520787305024]}"
11_0,0.09037225,0.0741843,0.048605915,0.29271954,0.14480855,0.04872352,0.15537463,0.71519315,2015-01-01,0,1,15,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88564402532128,-2.1321064110934786]}"
15_0,0.09881975,0.083161525,0.055450324,0.33773822,0.15961713,0.054311268,0.18376818,0.7179454,2015-01-01,0,1,21,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84117741875736,-2.1148587576383835]}"
17_0,0.1020151,0.08619563,0.060206406,0.33743334,0.15960364,0.056301504,0.18722677,0.69718117,2015-01-01,0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.72340828500929,-1.9612468440539454]}"
19_0,0.10628438,0.09576832,0.062916085,0.3337121,0.17721716,0.065550156,0.19134305,0.6827453,2015-01-01,0,1,5,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79132092048872,-2.115667241394091]}"
22_0,0.091854356,0.07721179,0.048478816,0.30931714,0.14238328,0.04879232,0.16624965,0.72901416,2015-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.069314172733524]}"
23_0,0.09922981,0.07483149,0.051077817,0.30438587,0.12749915,0.043174103,0.16192183,0.71261305,2015-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.827163700325094,-2.0191881798796545]}"
35_0,0.08769197,0.07955914,0.05236075,0.3118927,0.20164469,0.07812996,0.17297836,0.71250373,2015-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.721521822912635,-1.9404957609907845]}"
36_0,0.1701321,0.1733226,0.14694282,0.3978691,0.2532369,0.14677711,0.2661863,0.46057415,2015-01-01,0,1,7,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83686550539358,-2.0267340282662585]}"
37_0,0.09880649,0.08891504,0.05906073,0.33049226,0.17287883,0.061031453,0.18702064,0.6967769,2015-01-01,0,1,19,89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.81153301438141,-2.1207876385135727]}"
44_0,0.106491864,0.095943645,0.07877086,0.29147744,0.15585643,0.05861199,0.1727305,0.5744971,2015-01-01,0,1,16,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83659601080835,-2.057995400153618]}"
52_0,0.096023954,0.07144866,0.048067898,0.1827969,0.10621758,0.035030566,0.13827257,0.583584,2015-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.777846191226935,-1.9485805985478601]}"
54_0,0.105185665,0.09915788,0.06807149,0.3473016,0.17849958,0.06765672,0.19661373,0.6722393,2015-01-01,0,1,11,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.88591351990651,-2.1264470248035257]}"
55_0,0.100742444,0.08293404,0.06359464,0.29977393,0.1910339,0.08133992,0.16958551,0.6499717,2015-01-01,0,1,9,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.808838068529056,-2.0838668803362603]}"
56_0,0.106699616,0.09507428,0.08834965,0.27400446,0.24745215,0.11551095,0.17108694,0.5123574,2015-01-01,0,1,7,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.808838068529056,-2.0499105625965424]}"
58_0,0.0982393,0.07916533,0.060162544,0.24934678,0.15077166,0.06560096,0.15687361,0.6112392,2015-01-01,0,1,10,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.86758788811047,-2.0906042449671567]}"
59_0,0.09985823,0.0915427,0.064805,0.3253091,0.17935531,0.06546744,0.18522783,0.6677639,2015-01-01,0,1,9,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.786200523369246,-2.0043659776916827]}"
64_0,0.10387051,0.09062231,0.06785727,0.2868172,0.17185788,0.079215206,0.16816978,0.61735463,2015-01-01,0,1,22,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.80991604687,-2.081710923654373]}"
66_0,0.095179886,0.08381649,0.051960222,0.33471227,0.16210927,0.05095502,0.18120429,0.73124427,2015-01-01,0,1,10,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83120611910363,-2.0024795155950317]}"
71_0,0.07693002,0.051879115,0.031060519,0.08271621,0.03451755,0.0109014,0.06297582,0.4540093,2015-01-01,0,1,16,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.79078193131825,-2.0994975662799398]}"
74_0,0.1021413,0.08650192,0.059223793,0.29823244,0.14855263,0.053667836,0.16963401,0.6686375,2015-01-01,0,1,17,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77056983742556,-1.990352259259418]}"
78_0,0.09961225,0.088936664,0.059878074,0.32732996,0.16587088,0.056810156,0.18304071,0.6907188,2015-01-01,0,1,17,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84737579421778,-2.0962636312571097]}"
79_0,0.09607765,0.08062771,0.054041274,0.32144898,0.14577533,0.048349008,0.175482,0.7121562,2015-01-01,0,1,1,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.864084458502404,-2.102462006717534]}"
82_0,0.09438415,0.075457945,0.05092243,0.27947176,0.13252081,0.04584948,0.1539597,0.6917474,2015-01-01,1,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.77622922371552,-2.088178793700034]}"
83_0,0.09242023,0.07491578,0.048148807,0.29652515,0.14683017,0.051954646,0.15958235,0.72061247,2015-01-01,0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78700900712495,-2.0216136311467774]}"
85_0,0.09994643,0.08363827,0.059732877,0.26797107,0.13323551,0.042734656,0.15424344,0.6354461,2015-01-01,0,1,13,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84090792417212,-2.135070851531073]}"
87_0,0.093379766,0.07832469,0.047003843,0.33396733,0.13954386,0.04334566,0.16987932,0.753242,2015-01-01,0,1,18,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83012814076269,-2.0830583965805527]}"
88_0,0.09924942,0.07914622,0.05316674,0.34703928,0.1520673,0.050661467,0.18092266,0.7343032,2015-01-01,0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.84629781587684,-2.054222475960316]}"
93_0,0.10452025,0.088552006,0.061339233,0.3376433,0.14983483,0.053801697,0.18656214,0.6925217,2015-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.83066712993316,-1.997898107646022]}"
