system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
1_0,0.09054135,0.07807658,0.048556406,0.3348784,0.16138586,0.052181162,0.17934355,0.74672925,2007-01-01,0,1,11,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.542307923730796,-2.052605508448901]}"
5_0,0.08780415,0.07254476,0.047039025,0.26736277,0.13523285,0.042302854,0.14862104,0.7007713,2007-01-01,0,1,21,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.418070919937065,-1.8459031615729988]}"
9_0,0.08716324,0.071247205,0.03894169,0.30713084,0.13782355,0.041037623,0.16102818,0.7749507,2007-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.50107525218971,-2.077129515705364]}"
16_0,0.09369816,0.08309919,0.0670349,0.2682173,0.18587527,0.08222709,0.16133973,0.6000927,2007-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.55605214757782,-2.093838179989987]}"
22_0,0.08556622,0.07060838,0.040886287,0.30341277,0.13267832,0.03860008,0.16136833,0.7624955,2007-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.31727994505885,-2.1189011764169217]}"
24_0,0.08995967,0.08124258,0.050195858,0.33386782,0.16038495,0.054109853,0.18006897,0.7386066,2007-01-01,0,1,23,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.32374781510451,-1.8477896236696498]}"
25_0,0.08264544,0.06538008,0.037421342,0.30666098,0.129999,0.038890272,0.1632031,0.78248614,2007-01-01,0,1,21,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42992868168744,-1.8547964828857821]}"
32_0,0.084174834,0.07054322,0.040681425,0.29218534,0.129999,0.043205064,0.16616061,0.75556934,2007-01-01,0,1,13,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.332910631002534,-1.8952206706711607]}"
40_0,0.09295701,0.08109084,0.05265521,0.36090416,0.17707287,0.06167686,0.19212575,0.74535596,2007-01-01,0,1,7,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.459573086063386,-2.0493715734260705]}"
47_0,0.11290018,0.0982665,0.08175868,0.27312016,0.21500988,0.117753774,0.1738137,0.53923047,2007-01-01,0,1,4,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.3612075624523,-1.8755475659489431]}"
48_0,0.09072399,0.074171856,0.06036052,0.26446775,0.17941737,0.07356633,0.15738606,0.62835425,2007-01-01,0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.353661714065694,-1.8310809593850268]}"
51_0,0.08570423,0.0774274,0.04557155,0.30666098,0.15049723,0.049677256,0.16616061,0.7412417,2007-01-01,0,1,13,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.37360431337315,-1.8356623673340364]}"
54_0,0.08571614,0.07481491,0.044274796,0.30680194,0.15873513,0.05480846,0.16353369,0.7477771,2007-01-01,0,1,15,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23697055865857,-2.1663322234184323]}"
57_0,0.09531217,0.08019552,0.055100255,0.31542832,0.19910824,0.08474527,0.17047985,0.70258564,2007-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.48274962039367,-1.8316199485554985]}"
58_0,0.09470792,0.08828128,0.060383055,0.33705175,0.1775897,0.06849996,0.18551981,0.69613606,2007-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.293833916143335,-2.1622898046398946]}"
61_0,0.11782148,0.11701146,0.08143246,0.38265803,0.19832645,0.086353004,0.2282685,0.64906645,2007-01-01,0,1,20,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.2364315694881,-1.7666717535136571]}"
64_0,0.08859664,0.07592422,0.04311221,0.31704032,0.1436645,0.04536246,0.16911814,0.7605892,2007-01-01,0,1,13,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42238283330084,-1.7761040639969121]}"
65_0,0.086302556,0.06412743,0.03988179,0.2868719,0.12523231,0.040223848,0.15426725,0.75589085,2007-01-01,0,1,17,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.301918753700406,-1.8647677825395088]}"
71_0,0.087095045,0.070025824,0.03988179,0.36161858,0.16007912,0.051932752,0.17908359,0.8013362,2007-01-01,0,1,23,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.29275593780239,-1.8224571326574794]}"
74_0,0.08703724,0.07349936,0.04278589,0.3412845,0.15537968,0.04913404,0.18092833,0.77719766,2007-01-01,0,1,17,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.30838662374607,-2.1097383605189024]}"
76_0,0.087039456,0.06919661,0.043023236,0.2902934,0.1476767,0.04873585,0.14708853,0.74184763,2007-01-01,0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.35473969240664,-1.8450946778172914]}"
78_0,0.08111605,0.056774855,0.032531217,0.19809376,0.06850428,0.019473698,0.09518018,0.71788645,2007-01-01,0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.442864421778765,-1.7270560494839862]}"
79_0,0.08432363,0.06726232,0.04087895,0.27155495,0.11382684,0.0348863,0.14761049,0.73831934,2007-01-01,0,1,13,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.271196370983525,-2.150162548304281]}"
82_0,0.09143348,0.07460893,0.048625134,0.31643137,0.14282715,0.04371482,0.17436898,0.73360217,2007-01-01,0,1,18,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42534727373843,-1.8507540641072444]}"
85_0,0.08780415,0.06830478,0.04311221,0.32059345,0.1384377,0.045793828,0.16296901,0.762928,2007-01-01,0,1,14,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.48463608249032,-1.798741609156724]}"
89_0,0.08848586,0.06963369,0.04391296,0.27807117,0.13185352,0.04371482,0.15726902,0.72723526,2007-01-01,0,1,17,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.30650016164942,-1.894412186915453]}"
94_0,0.08876301,0.0774274,0.05698184,0.25599626,0.1914937,0.09713999,0.16911814,0.6358733,2007-01-01,0,1,10,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.39192994516919,-1.8423997319649328]}"
98_0,0.08930576,0.070823714,0.04151183,0.31509927,0.13641307,0.040263046,0.16889356,0.7671871,2007-01-01,0,1,13,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51185503559914,-1.8310809593850268]}"
102_0,0.09438111,0.08290099,0.059620205,0.3094568,0.18233222,0.06658389,0.17721897,0.6769227,2007-01-01,0,1,17,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.38115016175975,-1.8666542446361598]}"
104_0,0.086112835,0.06801393,0.04125294,0.30914274,0.13799524,0.044469718,0.16537327,0.7645351,2007-01-01,0,1,20,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.35959059494088,-2.099228071694704]}"
105_0,0.1103282,0.10044095,0.09659158,0.22827867,0.26948494,0.13326792,0.16604358,0.4053529,2007-01-01,0,1,1,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.421843844130365,-1.8440166994763478]}"
107_0,0.086727574,0.07284032,0.04451084,0.33121106,0.15499952,0.048760444,0.1777854,0.763065,2007-01-01,0,1,3,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.235892580317625,-2.1474676024519224]}"
110_0,0.09154427,0.084404185,0.05588562,0.31355304,0.17552505,0.061366666,0.17470106,0.69745654,2007-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.50134474677494,-1.900071573205406]}"
111_0,0.08459512,0.06935314,0.041818634,0.2877385,0.12867522,0.037402015,0.15206243,0.74621314,2007-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.30730864540513,-2.0932991908195153]}"
115_0,0.086274765,0.06919661,0.03903711,0.28499663,0.12303758,0.038105648,0.14993852,0.75905526,2007-01-01,0,1,21,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.22053138895918,-1.7437647137686092]}"
116_0,0.09615482,0.077596575,0.06301828,0.25853506,0.15835577,0.06830705,0.14894336,0.6080384,2007-01-01,0,1,11,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.54284691290127,-2.106773920081308]}"
117_0,0.09438111,0.07295052,0.045483686,0.34781697,0.16257969,0.052030846,0.18576895,0.7687078,2007-01-01,0,1,13,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.35204474655428,-1.8167977463675264]}"
119_0,0.08783195,0.07426581,0.04628332,0.3508935,0.17341319,0.05620835,0.17185107,0.76693845,2007-01-01,0,1,10,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.40648265277192,-1.7844583961392235]}"
120_0,0.09324734,0.08234224,0.05496993,0.29054567,0.19851014,0.078735754,0.16637906,0.6818093,2007-01-01,0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23670106407333,-2.1507015374747525]}"
124_0,0.095854916,0.08124258,0.065903105,0.2710966,0.21086365,0.08321593,0.15441903,0.6088833,2007-01-01,0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}"
130_0,0.09323242,0.07530439,0.050157327,0.29920855,0.14265083,0.04965575,0.15794182,0.7128665,2007-01-01,0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}"
134_0,0.090070456,0.073985316,0.050461672,0.3211366,0.15109307,0.048775047,0.16752234,0.7284074,2007-01-01,0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}"
147_0,0.08848586,0.07295052,0.04705441,0.31294408,0.14502187,0.045793828,0.16866899,0.73858553,2007-01-01,0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}"
150_0,0.093018085,0.08520207,0.053440556,0.34720877,0.17219153,0.05716946,0.18045482,0.7332303,2007-01-01,0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}"
155_0,0.09286653,0.073029615,0.04806964,0.29362908,0.13287105,0.04445576,0.15439786,0.7186431,2007-01-01,0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}"
156_0,0.103501506,0.08434155,0.07750562,0.20755234,0.20407769,0.124599144,0.16034359,0.4562115,2007-01-01,0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}"
