system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
1_0,0.09033449,0.08383259,0.05976418,0.3052557,0.1978372,0.08604348,0.17047748,0.67254287,2002-01-01,0,1,11,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.542307923730796,-2.052605508448901]}"
5_0,0.085101165,0.07015908,0.043742202,0.31102616,0.13735944,0.04604018,0.16495445,0.75340414,2002-01-01,0,1,21,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.418070919937065,-1.8459031615729988]}"
9_0,0.08131432,0.065984234,0.039671354,0.30614278,0.13981481,0.04643712,0.16510916,0.7705626,2002-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.50107525218971,-2.077129515705364]}"
16_0,0.09012566,0.08543111,0.06424204,0.3067071,0.15513924,0.060531527,0.17479175,0.65363425,2002-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.55605214757782,-2.093838179989987]}"
22_0,0.08167036,0.066732734,0.037724342,0.28989035,0.1239758,0.039365612,0.15445518,0.769703,2002-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.31727994505885,-2.1189011764169217]}"
24_0,0.08226627,0.07494392,0.043742202,0.30767235,0.1542452,0.052038483,0.16769537,0.7510507,2002-01-01,0,1,23,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.32374781510451,-1.8477896236696498]}"
25_0,0.085101165,0.07494392,0.046763428,0.31102616,0.15002376,0.05603735,0.16769537,0.73859817,2002-01-01,0,1,21,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42992868168744,-1.8547964828857821]}"
32_0,0.085101165,0.07015908,0.04072098,0.3378566,0.13947016,0.04604018,0.1731772,0.7848738,2002-01-01,0,1,13,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.332910631002534,-1.8952206706711607]}"
40_0,0.082478896,0.06462236,0.038589638,0.30102032,0.13356131,0.04529515,0.15992357,0.77274144,2002-01-01,0,1,7,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.459573086063386,-2.0493715734260705]}"
47_0,0.08226627,0.07653887,0.048274036,0.30767235,0.1542452,0.052038483,0.16769537,0.7287567,2002-01-01,0,1,4,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.3612075624523,-1.8755475659489431]}"
48_0,0.09077095,0.078133814,0.063380145,0.26407292,0.2281204,0.11602037,0.15673171,0.6128902,2002-01-01,0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.353661714065694,-1.8310809593850268]}"
51_0,0.08368372,0.07015908,0.04072098,0.3345028,0.14580232,0.04604018,0.1731772,0.78295094,2002-01-01,0,1,13,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.37360431337315,-1.8356623673340364]}"
54_0,0.08100852,0.0645658,0.03745024,0.27575633,0.11907728,0.03822504,0.14622623,0.7608592,2002-01-01,0,1,15,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23697055865857,-2.1663322234184323]}"
57_0,0.08368372,0.066969186,0.04072098,0.26071912,0.12680583,0.048039615,0.13206346,0.7298237,2002-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.48274962039367,-1.8316199485554985]}"
58_0,0.08095778,0.062456768,0.035241492,0.25549376,0.115755275,0.039298747,0.13750884,0.75756985,2002-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.293833916143335,-2.1622898046398946]}"
61_0,0.08226627,0.07334898,0.043742202,0.33114898,0.15213448,0.052038483,0.1731772,0.76664054,2002-01-01,0,1,20,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.2364315694881,-1.7666717535136571]}"
64_0,0.085101165,0.07015908,0.042231593,0.32779518,0.14791304,0.048039615,0.16769537,0.77173764,2002-01-01,0,1,13,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42238283330084,-1.7761040639969121]}"
