system:index,B1,B2,B3,B4,B5,B7,B8,NDVI,date,gain,loss,lossyear,treecover2000,.geo
5_0,0.085709855,0.06481604,0.038101878,0.21643545,0.07902705,0.026418911,0.11196979,0.70061857,2014-01-01,0,1,21,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.418070919937065,-1.8459031615729988]}"
9_0,0.08716099,0.071502775,0.044255607,0.32397026,0.16499588,0.051005997,0.16900685,0.75962794,2014-01-01,0,1,2,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.50107525218971,-2.077129515705364]}"
22_0,0.08714898,0.07236545,0.042570323,0.29786474,0.12867545,0.040985532,0.16136242,0.74990636,2014-01-01,0,1,19,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.31727994505885,-2.1189011764169217]}"
24_0,0.2694676,0.26808873,0.263821,0.44857398,0.35267386,0.25926656,0.34384415,0.25934064,2014-01-01,0,1,23,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.32374781510451,-1.8477896236696498]}"
40_0,0.10836412,0.10153581,0.07019837,0.3722126,0.1871876,0.06540289,0.21913512,0.6826554,2014-01-01,0,1,7,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.459573086063386,-2.0493715734260705]}"
47_0,0.093496196,0.09285366,0.05967797,0.3343471,0.19729812,0.072549105,0.19628774,0.69708544,2014-01-01,0,1,4,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.3612075624523,-1.8755475659489431]}"
51_0,0.093496196,0.0840919,0.054698873,0.34540132,0.16251253,0.052779023,0.19327639,0.7265741,2014-01-01,0,1,13,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.37360431337315,-1.8356623673340364]}"
54_0,0.08716099,0.06973691,0.039225347,0.33508125,0.13691719,0.039904125,0.17048931,0.7904106,2014-01-01,0,1,15,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23697055865857,-2.1663322234184323]}"
57_0,0.08726712,0.0840919,0.046400376,0.3822487,0.17178868,0.057172373,0.20231046,0.7835041,2014-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.48274962039367,-1.8316199485554985]}"
58_0,0.1099094,0.108585715,0.076875545,0.5578693,0.24905321,0.09524422,0.27667576,0.75777495,2014-01-01,0,1,6,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.293833916143335,-2.1622898046398946]}"
