"weight","geometry_name"
0.136363362277863,"donor1.0"
-0.0002638512598408,"donor10.0"
0.0454994842612831,"donor101.0"
-3.94250849138989e-05,"donor102.0"
0.000146391165158194,"donor105.0"
-0.000130487613201519,"donor106.0"
3.07171315887563e-05,"donor107.0"
-0.000248984252120938,"donor108.0"
-4.00689042035838e-05,"donor110.0"
0.000180166382246688,"donor111.0"
-0.000108370544320763,"donor112.0"
0.000111162876572584,"donor113.0"
-9.10023189121048e-05,"donor114.0"
3.87989936729696e-05,"donor115.0"
0.000137001068396437,"donor116.0"
-5.61017825176321e-05,"donor117.0"
0.000195667463240533,"donor118.0"
-3.61910981880699e-05,"donor12.0"
-8.45728871307869e-06,"donor120.0"
0.000106791186231186,"donor121.0"
-6.06509256293209e-05,"donor122.0"
0.000144440747086207,"donor123.0"
0.00010170826099557,"donor124.0"
0.000138918478659576,"donor127.0"
0.000157179845558189,"donor128.0"
0.000116084606649155,"donor129.0"
-0.000141772641340076,"donor13.0"
7.56713754595442e-05,"donor130.0"
1.58368465167298e-05,"donor131.0"
5.97583958459884e-05,"donor132.0"
-0.000420410581989393,"donor133.0"
-2.09917475500655e-05,"donor134.0"
-0.000176402414057858,"donor135.0"
-2.83373340380874e-05,"donor137.0"
2.1747333304243e-05,"donor139.0"
9.49912669387199e-05,"donor140.0"
0.000144816457019109,"donor142.0"
-6.27745586445217e-06,"donor143.0"
-0.000205865923806339,"donor144.0"
-1.93851894342318e-05,"donor145.0"
-2.7943201699289e-05,"donor146.0"
0.000140642131514289,"donor147.0"
0.0186362482791877,"donor149.0"
-7.86501826474849e-05,"donor15.0"
-8.2789977511836e-05,"donor16.0"
-0.000116244999789305,"donor17.0"
-0.000151397108339865,"donor2.0"
-3.5239468819526e-05,"donor20.0"
0.000167931973951423,"donor22.0"
-0.000173278781475857,"donor23.0"
0.0220061573702466,"donor24.0"
-0.000211147845036028,"donor25.0"
0.0002039999977561,"donor26.0"
-8.51202027220482e-05,"donor27.0"
-0.000132405391785397,"donor28.0"
0.000142938235538143,"donor29.0"
-7.85684459997288e-05,"donor30.0"
-0.000120985684566355,"donor31.0"
2.02715615465371e-05,"donor32.0"
0.181136266087572,"donor33.0"
0.321630619501687,"donor35.0"
0.132269361374129,"donor36.0"
1.13903725879275e-05,"donor37.0"
7.20506129368027e-05,"donor38.0"
-4.61960162001047e-05,"donor4.0"
2.18906775425482e-05,"donor40.0"
-4.49069064335364e-05,"donor41.0"
2.61107172594552e-05,"donor42.0"
0.00808863586388554,"donor43.0"
0.000130088633294607,"donor45.0"
-0.000196136973573669,"donor46.0"
-7.12630906832883e-05,"donor47.0"
-0.000105272652545953,"donor48.0"
-0.000227829684159593,"donor49.0"
-9.51454322195679e-05,"donor5.0"
-9.63111088654743e-05,"donor50.0"
0.000134400578777589,"donor51.0"
-3.11525138746102e-05,"donor52.0"
-0.000239850229867044,"donor55.0"
-7.63695636872413e-05,"donor56.0"
-2.17402142738377e-05,"donor57.0"
-0.000692280333123894,"donor59.0"
-3.57258637954135e-05,"donor6.0"
-0.000100605463941503,"donor61.0"
-0.000103936513778447,"donor62.0"
0.000150086943036465,"donor63.0"
-0.000116751675028659,"donor64.0"
-2.04439397662665e-05,"donor65.0"
0.000185744481017887,"donor67.0"
0.000172748490707867,"donor68.0"
9.74736073318554e-05,"donor69.0"
-0.000168284328256695,"donor7.0"
5.04251101147121e-06,"donor70.0"
0.129346470018639,"donor71.0"
-0.000110787907230589,"donor72.0"
4.79818127653323e-05,"donor73.0"
-0.000192071191441341,"donor74.0"
0.000124605808306946,"donor77.0"
-0.000110629699931112,"donor78.0"
-9.10835539510198e-05,"donor79.0"
-0.000104181347906255,"donor8.0"
0.000166031185315512,"donor80.0"
-1.65204662233857e-05,"donor81.0"
-4.1071684133894e-05,"donor83.0"
0.000139716031250267,"donor85.0"
6.26997118494156e-05,"donor86.0"
0.00745349899714606,"donor87.0"
-1.15361692660211e-05,"donor89.0"
-0.000107851498001963,"donor9.0"
-6.90376578907065e-05,"donor90.0"
-0.000241965649859411,"donor91.0"
-0.000158375369815544,"donor92.0"
-0.000110012824227365,"donor93.0"
0.000211208097948691,"donor95.0"
4.13886730039122e-05,"donor96.0"
0.000170763987303041,"donor97.0"
0.000170961559160712,"donor98.0"
-1.39891305539174e-05,"donor99.0"
