"geometry_name","ATT_SC","Pre.RMSE_SC","Post.RMSE_SC","Ratio.Post.Pre_SC","order.x","rank.x","ATT_SCMO","Pre.RMSE_SCMO","Post.RMSE_SCMO","Ratio.Post.Pre_SCMO","order.y","rank.y","SCMO_wins_SC","centroid_lat","centroid_lon"
"donor13.0",0.00349868306764055,0.00579455152687707,0.00694923897394988,1.19927123638766,63,0.538461538461538,0.00535810769040938,0.00181221604235769,0.0126254097929986,6.96683480219771,62,0.525423728813559,FALSE,-5.02645929106585,-49.5043524325761
"donor17.0",-0.00584456456621797,0.00640687112386244,0.00762302822784783,1.1898207534495,64,0.547008547008547,-0.00841979060979358,0.00104938500319435,0.0121778884146832,11.604786020015,40,0.338983050847458,FALSE,-8.32325846856932,-50.5821831740278
"donor16.0",-0.00516940327836555,0.00585332254959521,0.00687776738791577,1.17501937226941,65,0.555555555555556,-0.00597489220363807,0.00370591102412227,0.00791392566803671,2.13548723013691,94,0.796610169491525,FALSE,-6.80117816412525,-49.0404013719069
"donor7.0",-0.00917914149209496,0.0101650640166617,0.0113592318242319,1.11747764752025,66,0.564102564102564,-0.0108093191874483,0.00211503021106678,0.0248918281381528,11.7690177700099,37,0.313559322033898,FALSE,-6.62249704793198,-49.3243009112828
"donor80.0",-0.0104819005027773,0.0107162777368449,0.0119474773485345,1.11489060305488,67,0.572649572649573,-0.00260226680765919,0.00159986872694953,0.0077798249140812,4.86278954206137,71,0.601694915254237,TRUE,-1.33146528774733,-48.3019000874131
"donor69.0",-0.013624339560374,0.0130861581925464,0.014542961628121,1.11132399701574,68,0.581196581196581,-0.0129226315296873,0.00776828694445827,0.0199939522551691,2.57379167352107,88,0.745762711864407,TRUE,-9.33945955014264,-55.8065629258394
"donor146.0",-0.00112568939343365,0.00381190128728015,0.00413385761163735,1.08446082416445,69,0.58974358974359,-0.0249474586061175,0.00144949381039794,0.0687012689397548,47.3967314982144,6,0.0508474576271186,FALSE,-6.09011740424644,-49.8526136078412
"donor15.0",-0.00408132523692942,0.00424558886190393,0.00456691864816479,1.07568556370217,70,0.598290598290598,-0.00361537355314571,0.00272401970901225,0.00659046813735793,2.41939076855934,91,0.771186440677966,TRUE,-2.17087860342078,-54.5615450593739
"donor133.0",-0.00526853051278184,0.00723857853478457,0.00775510237764766,1.07135708210956,71,0.606837606837607,0.00934660221666038,0.00144216981678944,0.0180673362747844,12.52788407055,35,0.296610169491525,FALSE,-2.93920910906313,-55.8363702664466
"donor131.0",-0.000458831757120787,0.00417371812216722,0.00446490166028351,1.06976598073784,72,0.615384615384615,-0.00035476130862588,0.00196501436409415,0.00612818407875003,3.11864594515321,85,0.720338983050847,TRUE,-5.76145113778241,-48.3318656124165
"donor117.0",-0.0106661911244595,0.0116043702823362,0.0120871953610882,1.04160717617629,73,0.623931623931624,-0.00251465280844906,0.000448007343218684,0.00704852119025151,15.7330483460646,30,0.254237288135593,TRUE,-1.49612962705674,-54.5933757972304
"donor135.0",0.0153293960001781,0.0277927600857946,0.028436167447947,1.02315017868561,74,0.632478632478632,0.00215289360242011,0.00941942097616306,0.0131715462097877,1.39833926555782,108,0.915254237288136,TRUE,-9.50571922083585,-51.946462425757
"donor4.0",-0.00583595832820222,0.0102045712838613,0.0093115199643007,0.912485170153794,75,0.641025641025641,-0.000860496353604456,0.000849027001027038,0.00998215545727266,11.7571707910321,38,0.322033898305085,TRUE,-3.98289958818087,-56.1379193333012
