"geometry_name","ATT_SC"
"donor1.0",0.0201109435317515
"donor10.0",-0.00543552448349448
"donor100.0",0.00251825631942501
"donor11.0",0.00630705593638926
"donor12.0",0.0226533946151883
"donor13.0",0.00330887250979972
"donor14.0",0.0254633306573162
"donor15.0",0.0109573550716166
"donor16.0",0.00133349811170426
"donor17.0",-0.00432035584651858
"donor18.0",0.00286344146346776
"donor19.0",-0.00578446752792148
"donor2.0",0.00552081655463113
"donor20.0",-0.000579195271423071
"donor21.0",0.00657572248936363
"donor22.0",0.00583451020026694
"donor23.0",0.0112058410625847
"donor24.0",0.00295062991589651
"donor25.0",-0.00632043771786524
"donor26.0",-0.00412768010524572
"donor27.0",0.012473991006793
"donor28.0",-0.00381394405633099
"donor29.0",-0.00100862497914624
"donor3.0",0.0162228376575857
"donor30.0",0.0186511635248587
"donor31.0",0.0247627131799352
"donor32.0",0.00565854800063578
"donor33.0",-0.00316411818290229
"donor34.0",-0.00293412121952212
"donor35.0",0.00185413833006033
"donor36.0",-0.000284569265969197
"donor37.0",0.008298694809081
"donor38.0",-0.00875087722060936
"donor39.0",-0.0059484331669811
"donor4.0",3.83781682551951e-05
"donor40.0",-0.010985046776323
"donor41.0",0.000610258177272071
"donor42.0",0.0121063823841329
"donor43.0",-0.00356410964281366
"donor44.0",0.0117039417101105
"donor45.0",-0.000216263204302611
"donor46.0",0.00806332207755251
"donor47.0",0.0108076693351015
"donor48.0",0.0243094223019359
"donor49.0",-0.000982263643068157
"donor5.0",-0.00958097255571041
"donor50.0",0.0186888121103104
"donor51.0",0.0074369618627132
"donor52.0",-0.00399170014620413
"donor53.0",0.0141889405572441
"donor54.0",-0.0044355424834279
"donor55.0",0.0164616464447915
"donor56.0",-0.0164072632354332
"donor57.0",-0.000661675927598215
"donor58.0",0.0221667627505504
"donor59.0",-0.00469515124786395
"donor6.0",0.00732172686520513
"donor60.0",-0.00334902075142751
"donor61.0",0.0100671589879746
"donor62.0",-0.0141045030876037
"donor63.0",-0.0159711688783703
"donor64.0",-0.00311136602672678
"donor65.0",0.0168509760817293
"donor66.0",0.00203453655389041
"donor67.0",0.013274559621761
"donor68.0",-0.00767677006041086
"donor69.0",-0.00819614162713703
"donor7.0",0.0444013221227118
"donor70.0",0.0202324508283658
"donor71.0",8.80353154614299e-05
"donor72.0",0.0051232267302438
"donor73.0",0.00117752002688576
"donor74.0",-0.00923125104069273
"donor75.0",0.00381089467660675
"donor76.0",-0.000150351312463809
"donor77.0",0.00193137309743524
"donor78.0",-0.00539254431554364
"donor79.0",-0.00132939727683202
"donor8.0",0.0061266080293366
"donor80.0",0.0196748888956582
"donor81.0",-0.00930640047367516
"donor82.0",-0.00120742550199833
"donor83.0",-0.000383261325209137
"donor84.0",0.00898586644470148
"donor85.0",0.0105354520831026
"donor86.0",-0.0139118405461435
"donor87.0",-0.0155799658048445
"donor88.0",-0.00385734359496608
"donor89.0",-0.0164997706308635
"donor9.0",0.0159310293815513
"donor90.0",0.0080411371424847
"donor91.0",0.019502272781866
"donor92.0",-0.00704371126909444
"donor93.0",-0.00698599401329037
"donor94.0",0.010943430672062
"donor95.0",0.0144150274064919
"donor96.0",0.00397365509402648
"donor97.0",0.000100966675468864
"donor98.0",0.0172172438722733
"donor99.0",0.00144039798265578
"treated",-0.0206087097550725
